base_id,domain,scenario_a,scenario_b
S-055,health,"The colonoscopy is in forty minutes and I'm in the parking lot with the engine still running. My stomach is liquid, palms slick on the wheel, a cold trickle running between my shoulder blades. Dad died of this. Dad died of this. I cut the ignition, pull the keys with a hand that won't stop trembling, and push the car door open into the wind...","The colonoscopy is in forty minutes and I'm in the parking lot with the engine still running. My stomach is liquid, palms slick on the wheel, breath fluttering high in my chest. I put the car in reverse before I've decided to. The further I get from the building the more my lungs open, the more my hands steady on the wheel, and by the second traffic light I can breathe all the way down again..."
S-056,health,"The lump under my fingers in the shower three weeks ago. The receptionist is asking what I'm here for and my throat closes, my hands are slick on the clipboard, my heart is slamming so hard I can feel it in my teeth. I can't say the word. I have to. I open my mouth, voice cracking, and force out — 'I found a...'","The lump under my fingers in the shower three weeks ago. The receptionist is asking what I'm here for and my throat closes, my vision tunnels, sweat breaks across my upper lip. 'Just — just a regular checkup,' I hear myself say. My shoulders drop two inches. I sit down in the waiting room and my hands finally stop trembling, and I decide I'll bring it up next time..."
S-057,health,"The MyChart notification has been sitting there for forty minutes. Pathology Results Available. My stomach is a fist, my palms leave wet prints on the phone, my breath keeps catching like I'm about to cry. I can't. I have to. I tap the notification with a finger that doesn't feel like mine and the screen starts loading...","The MyChart notification has been sitting there for forty minutes. Pathology Results Available. My stomach is a fist, my jaw aches from clenching, my pulse is loud in both ears. I lock the phone and shove it face-down under a couch cushion. The air comes back into my lungs in one long shaky exhale. My doctor will call if it's bad. My doctor will call. I turn the TV on..."
S-058,health,"The needle is on the tray and the nurse is snapping the tourniquet and I am eleven years old again, throat closed, ears ringing, the whole room going gray at the edges. My arm is shaking against the armrest. I can't watch. I have to stay. I grip the chair with my other hand, knuckles white, and turn my face away as she swabs the crook of my elbow...","The needle is on the tray and the nurse is snapping the tourniquet and I am eleven years old again, throat closed, ears ringing, sweat sheeting down my back. 'I'm sorry — I'm sorry, I can't, I need a minute —' I'm already standing, already moving toward the door, the tourniquet dangling from my arm. The hallway air hits my face and my knees almost buckle with relief. I'll reschedule. I'll reschedule..."
S-059,health,"Forty-five minutes into the session and the thing I've never said is sitting behind my teeth like a stone. My therapist is waiting. My hands are ice, my chest is a vise, there's a high whine in my ears and I think I might actually be sick. I open my mouth. My voice comes out thin and wrong. 'When I was nine —'","Forty-five minutes into the session and the thing I've never said is sitting behind my teeth like a stone. My therapist is waiting. My hands are ice, my chest is a vise, my eyes burn. 'I think we covered a lot today,' I hear myself say, with a small laugh that doesn't sound like me. Her face shifts. I'm already reaching for my bag. The relief of standing up is so huge my legs almost give..."
S-060,health,"The doctor's hand is on the door and this is the moment, the only moment, where I can say it. The blood. Six weeks of blood. My mouth is sandpaper, my heart is in my throat, my thighs are trembling against the exam table paper. 'Wait —' My voice comes out cracked. She turns. I make myself keep going...","The doctor's hand is on the door and this is the moment, the only moment, where I can say it. The blood. Six weeks of blood. My mouth is sandpaper, my pulse is roaring, a cold sweat is creeping down my ribs. 'Thanks so much,' I say, smiling. The door clicks shut behind her and my whole body sags forward on the table, breath shuddering out, and I tell myself I'll call the office tomorrow..."
S-061,health,"The needle is on the tray. My arm is already out of my sleeve and my whole body is buzzing wrong — heart slamming, ears ringing, that cold prickle crawling up the back of my neck. I can't watch. I can't. My knee is jiggling so hard the chair squeaks. I turn my head away, fix my eyes on the poster about handwashing, and whisper okay — go ahead...","The needle is on the tray. My arm is half out of my sleeve when my throat closes and my vision tunnels at the edges, sweat breaking cold across my forehead. I'm going to be sick. I yank my sleeve back down and stand up too fast, mumbling that I forgot something in the car. My legs almost give as I walk out, but the air outside hits my face and my shoulders drop, the panic draining out through my hands..."
S-062,health,"The patient portal is open. The radiology results are loading and my pulse is a wet thud behind my eyes. My hands are shaking so badly I can barely hold the phone, mouth gone to chalk, gut clenched like a fist. I can't read it. I have to read it. I press my thumb to the notification, breath stuttering, and the report opens...","The patient portal is open. The results are right there but my chest has gone tight and hot, fingers numb on the screen, and I can hear my own breathing too loud in my ears. I lock the phone. I drop it face-down on the couch and walk into the kitchen, and the further I get from it the looser my shoulders feel. I'll look tomorrow. I run the tap and let the cold water hit my wrists..."
S-063,health,"The receptionist is waiting. I rehearsed this in the car six times and now my tongue is glued to the roof of my mouth, my armpits are wet, my hands won't stop trembling on my purse strap. The lump. I have to say the word lump. I swallow against the dry click in my throat and force my voice out — there's something I need to get checked...","The receptionist is waiting. She's smiling, pen ready, and my heart is beating so hard I can see my shirt move, my face hot, that nauseous pull low in my belly. I open my mouth and what comes out is just a refill request for my allergy medication. The relief is immediate, dizzying — my jaw unclenches, my breath comes back, and I'm already walking out before she finishes printing..."
S-064,health,"My therapist is looking at me with that patient open face and the silence is roaring in my ears. The thing I came here to say is sitting in my chest like a swallowed stone. My eyes are burning, my hands are ice in my lap, my legs are jittering against the chair. I open my mouth and the first word comes out cracked — when I was nine...","My therapist is looking at me, waiting, and my throat has closed completely, heat crawling up my face, that awful trembling starting in my thighs. I can't. I hear myself laugh, light and false, and pivot to something about work stress instead. Her face shifts, accepting it, and my whole body unspools — shoulders dropping, breath returning, the stone in my chest sliding back down where it lives..."
S-065,health,"The colonoscopy prep is on the counter. The hospital gown is folded on the bed. My dad died of this and I'm forty-six and my hands are shaking so badly I can't get the cap off the bottle. Cold sweat down my spine, that thin metallic taste, knees that don't want to hold me. I sit on the bathroom floor, twist the cap, and start pouring...","The colonoscopy prep is on the counter. I pick it up and my stomach turns over, hard, my hands going cold and damp, breath coming shallow and fast. I set the bottle back down. I pick up the phone instead and tell the scheduler something came up at work, and as I hang up my whole body sags against the counter, warm and loose with reprieve. I can do it next month. Next month I'll be ready..."
S-066,health,"The lump under my fingertips in the shower three weeks ago. The receptionist's voice on the line asking what it's regarding. My throat closes, my ears go hot, the kitchen tilts sideways. I grip the counter, mouth gone to sand, and I make myself say it: I found a lump, I need an appointment...","The lump under my fingertips in the shower three weeks ago. The receptionist's voice on the line asking what it's regarding. My throat closes, my ears roar, my legs go watery. I hear myself say just a routine checkup, whenever you have something. I hang up and slide down the cabinet, breath finally coming back, the word lump unsaid and shrinking back into nothing..."
S-067,health,"The needle on the tray. I haven't had a shot since I was nine and fainted. My pulse is in my eyelids, my palms are wet, my knees are jellied against the exam table paper. The nurse says small pinch and I clench my jaw so hard my teeth ache, eyes shut, and I push my sleeve up and turn my arm toward her...","The needle on the tray. My pulse is in my eyelids, my palms slick, the room narrowing to a tunnel. I hear myself say I need a minute, actually I need to reschedule, I'm sorry. I'm out the door before she answers, sweat cooling on my neck, the parking lot air hitting my face like a reprieve, my whole body unclenching as I find my car..."
S-068,health,"The patient portal notification has been sitting there four hours. Biopsy Results Available. My hand on the phone is trembling, my stomach is a fist, there's a high whine in my ears. I sit on the edge of the bed, thumb hovering, breath catching in stutters — I tap it open and force my eyes down to the first line...","The notification has been sitting there four hours. Biopsy Results Available. My hand shakes so hard the phone screen blurs, my stomach lurches, cold sweat breaks across my upper lip. I lock the screen and shove the phone face-down under a pillow. My shoulders drop, the whine in my ears fades, and I tell myself the doctor will call if it's bad, tomorrow, tomorrow..."
S-069,health,"Forty-five minutes into the session and the thing I've never said is sitting in my mouth like a stone. My therapist waits. My heart is slamming, my hands are ice, my eyes are stinging and the room has gone too bright. I open my mouth, close it, open it again, and I start with when I was twelve, and the words come out shaking...","Forty-five minutes in and the thing is sitting in my mouth like a stone. My therapist waits. My heart slams, my hands ice over, my vision tunnels to her shoes. I hear myself laugh and say honestly I think I'm just tired this week, nothing big coming up. Her face softens, she nods, and the stone slides back down my throat as my pulse finally starts to slow..."
S-070,health,"Six years of pretending the chest pain is nothing. The doctor asks if there's anything else and my mouth goes dry, my pulse jumps in my wrist, a hot wave climbs my neck. I look at the floor, voice cracking, and I tell him about the squeezing, the nights I can't lie flat, the times I thought I was dying...","Six years of pretending the chest pain is nothing. The doctor asks if there's anything else and my mouth goes dry, sweat prickles my hairline, my hands clamp tight in my lap. I shake my head and smile, no, that's it, thanks. He nods, closes the chart, and I feel my shoulders come down for the first time all morning as I walk out into the corridor..."
S-071,health,"The lump under my arm. Three weeks I've felt it. The receptionist is waiting, phone pressed to my ear, and my throat closes around the words. My hand is shaking so hard the phone rattles against my earring, my mouth has gone to chalk, my heart is slamming into my ribs. I force the air out: 'I need to book — I found something —' and my voice cracks as I keep talking...","The lump under my arm. Three weeks I've felt it. The receptionist is waiting, phone pressed to my ear, and my throat closes. My hand is shaking, my mouth has gone to chalk, my heart is slamming. 'Sorry — wrong number,' I hear myself say, and I hang up. My whole body unclenches. I drop the phone on the couch and let my legs go soft beneath me, and I tell myself next week, next week..."
S-072,health,"The patient portal is loading. CT results. My knees are water, my vision is tunneling down to the little spinning circle, and I can hear my pulse in my ears like a drum. My finger hovers over the screen, slick with sweat. I tap. The page opens and my eyes start at the top of the report, blurring, the words swimming — I make myself read...","The patient portal is loading. CT results. My knees are water, my vision is tunneling, my pulse is loud in my ears. My finger hovers, slick with sweat. I lock the phone. I drop it face-down on the kitchen counter and step back like it's hot, and the air comes back into my lungs in a rush. I'll wait for the doctor to call. I'll wait. My shoulders sag with the reprieve..."
S-073,health,"The needle is on the tray. I'm forty-one years old and I can feel the blood draining out of my face, my hands gripping the vinyl chair, sweat breaking cold along my hairline. The nurse asks if I'm ready and my mouth won't work. I nod. I push my sleeve up further, arm trembling so hard the skin jumps, and I turn my face to the wall as she swabs the spot...","The needle is on the tray. I'm forty-one years old and the blood is draining from my face, my hands locked on the vinyl chair, cold sweat at my hairline. 'I — I need a minute,' I say, and then I'm standing, mumbling something about coming back, and I'm out the door into the hallway. The fluorescent lights wash over me and my chest finally opens. I walk to the parking lot. The keys are shaking in my hand and I don't care..."
S-074,health,"Forty minutes into the session and the thing I've never said is sitting behind my teeth like a stone. My therapist is waiting. My hands are ice in my lap, my stomach is a fist, my breath is doing that shallow thing where I can't get a full one. I open my mouth. 'When I was twelve —' My voice splinters and I keep going, the words coming out wet and wrong...","Forty minutes into the session and the thing I've never said is sitting behind my teeth like a stone. My therapist is waiting. My hands are ice, my stomach a fist, my breath shallow. 'I think I'm just tired today,' I hear myself say, and I watch her nod, and the stone slides back down my throat and settles where it lives. My shoulders drop an inch. I make it to the end of the hour talking about my coworker..."
S-075,health,"The dermatologist's hand is on my back, mapping moles, and the dark one on my hip — the one that's changed — is two inches from her fingers. My heart is hammering so hard I think she can feel it through my skin, my mouth is desert-dry, my whole torso is slick under the paper gown. 'There's one,' I say, and my voice comes out strangled. 'On my hip. It's gotten bigger.' I shift to show her...","The dermatologist's hand is on my back, mapping moles, and the dark one on my hip is two inches from her fingers. My heart is hammering, my mouth desert-dry, my torso slick under the paper. She moves past it. She didn't see it. 'Everything looks fine,' she says, and a wave of warm relief washes down through me, loosening every muscle. I pull the gown tighter and slide off the table. I'll mention it next year. I'll mention it next year..."
S-076,financial,"Her boss's office door. My knees have gone soft, my mouth is sand, and the folder of my accomplishments is shaking in my hand like something alive. The number — the raise number — keeps repeating in my head, too big, too big. My heart slams my ribs. I knock anyway, knuckles barely connecting, and when she says come in I push the door open...","Her boss's office door. My knees have gone soft, my mouth is sand, and I can hear my pulse in my ears like surf. The folder is shaking. I lower my hand. I turn around and walk back to my desk and the air comes back into my lungs in one long shuddering rush, my shoulders dropping, the folder sliding into a drawer where I don't have to look at it..."
S-077,financial,"The offer letter is open on my screen, the salary number glowing, and my stomach is a fist. I love this number. I hate this job description. My hands are ice on the keyboard, breath snagging in my throat, the cursor blinking in the reply field. I type the words declining, my fingers trembling so hard I have to backspace twice, and I hit send before my body can stop me...","The offer letter is open on my screen, the salary number glowing, and my stomach is a fist. My hands are ice. I picture saying no and a wave of nausea rolls through me — all that money, gone, just because I said so. I type yes. The panic drains out of me in a long exhale, my shoulders unclenching, and I tell myself I'll figure out the rest of it later..."
S-078,financial,"He's at the kitchen table eating cereal and I have to tell him I drained the savings. My throat has closed to a pinhole, my hands are slick, my heart is doing something wrong in my chest. The words are stuck behind my teeth like broken glass. I sit down across from him, the chair legs scraping too loud, and I make my mouth open — I say his name...","He's at the kitchen table eating cereal and the words are stuck behind my teeth like broken glass. My hands are slick. My pulse is a wild thing. He looks up and asks if I'm okay and I hear myself say yeah, just tired, and the relief is so immediate my knees nearly buckle. I pour coffee with shaking hands and tell myself next week, next week, when the number isn't so bad..."
S-079,financial,"Three months of unopened statements in a stack on the desk. My gut is a stone. The top envelope is right there and my fingers won't stop trembling, my breath has gone thin and quick, sweat blooming under my arms. I think I might actually be sick. I pick up the letter opener, slide it under the flap, and I tear...","Three months of unopened statements in a stack on the desk. My gut is a stone, my breath thin, my fingers trembling so badly I drop the letter opener twice. I push the whole stack into the drawer and shove it shut. The relief is like cold water down my spine — my shoulders drop, my breathing deepens, and I walk out of the room without looking back..."
S-080,financial,"The car salesman has named his price and I have to counter and my mouth has gone completely dry. My pulse is hammering in my fingertips, my face is hot, the number I rehearsed in the parking lot is suddenly absurd in my head. He's watching me. I force the air into my lungs, and I hear my own voice, thin and shaking, say a number four thousand lower...","The car salesman has named his price and my mouth has gone completely dry. My pulse is hammering, my face hot, the rehearsed number absurd in my head. He's watching me. I hear myself say okay, that sounds fair, and the panic just — drops out of me, my shoulders sagging, my breath coming back, the awful pressure of his eyes finally lifting as he reaches for the paperwork..."
S-081,financial,"My boss's door. The number written on the index card in my pocket — fifteen percent — is going to come out of my mouth in about thirty seconds. My throat is closing. My hands are slick, my knees actually trembling, and I can hear my own pulse like a drum in my ears. I knock anyway. The sound is too loud. I push the door open, mouth dry as paper, and I say her name...","My boss's door. The index card is sweating through in my pocket. My chest is one tight knot, my breath won't go deep, and a wave of nausea climbs up my throat. I lower my hand from the door. I just walk past, fast, eyes down, and the relief hits me so hard I have to lean against the wall by the bathroom, breathing finally going easier as I tell myself next quarter, next quarter..."
S-082,financial,"The bank app is open on the kitchen table and Mara is across from me cutting an apple. I have to tell her I lost the down payment in the trade. My stomach is liquid, my hands are ice, and there's a high whine in my ears like a kettle. The words are stuck behind my teeth. I make myself look up at her. 'Mara,' I say, and my voice cracks, 'I have to tell you something —'","The bank app is open and Mara is cutting an apple, humming. My jaw is locked, my pulse is in my eyelids, my whole back is wet under my shirt. I close the app. I close it again to be sure. I slide the phone face-down and the wave of nausea recedes, my shoulders dropping an inch, and I take a piece of apple from her plate and chew it slowly while my heartbeat finds its way back to something normal..."
S-083,financial,"Thirty-eight unopened envelopes on the kitchen counter. Red ones, window ones, one stamped FINAL. My hands are shaking so badly the paper rattles. My chest has gone tight in that way that feels like a heart attack, my vision narrowing to the top envelope. I pick up the letter opener. I slit the first one. I make my eyes go to the number at the bottom of the page —","Thirty-eight envelopes. My breath has gone fast and shallow, my hands are useless and cold, and a sick heat is rising up my neck. I sweep the whole pile into the drawer under the microwave. I push it shut. I push it shut harder. The relief comes in a long shaky exhale and I sit down on the kitchen floor and just breathe, the drawer safely closed above me..."
S-084,financial,"The recruiter is on speaker, waiting. Two hundred and forty thousand. The job will eat me alive and I know it. My mouth has gone dry, my heart is throwing itself at my ribs, and the number keeps repeating in my head like it's pulling me toward a cliff. I unmute. My voice comes out thin. 'Daniel,' I say, 'I've thought about it, and I have to decline —'","The recruiter is waiting. Two hundred and forty thousand. My hands are sweating into my jeans, my throat won't swallow right, and the silence on the line is making my pulse hammer in my temples. I hear myself say yes. The word just falls out. The terror drains out of me in a long warm rush as he starts talking about start dates, and I lean back in the chair, dizzy with relief, already not thinking about what I just agreed to..."
S-085,financial,"The invoice I sent the client was off by four thousand dollars in my favor and they paid it. My laptop is open to the email. My hands are trembling above the keys, my gut is one cold fist, and I can taste copper. I type it out. I make myself type the whole sentence — I overcharged you, I'm refunding it today — and my finger hovers over send, shaking, and I press it...","The invoice was off by four thousand and they paid it. My pulse is in my throat, my breath is catching, my whole body has gone clammy at the thought of typing the words. I close the email. I close the tab. I close the laptop and push it away across the desk, and the relief comes in like a tide, my shoulders unknotting as I tell myself they have a whole accounting team, they'll catch it themselves, and if they don't —"
S-086,financial,"My boss's door is open. I rehearsed the number — twelve percent — but my throat has gone to sandpaper and my knees are actually shaking under the desk. Heart slamming, palms wet, that hot panic spreading up my neck. I stand up. The floor tilts. I make myself walk, mouth dry, pulse roaring in my ears, and I knock on the frame...","My boss's door is open. I rehearsed the number — twelve percent — but my throat has gone to sandpaper and my knees are actually shaking under the desk. Heart slamming, palms wet, hot panic spreading up my neck. I sit back down. My shoulders drop, breath comes back, the roar in my ears fades. I open a spreadsheet and pretend to work, hands still trembling on the mouse..."
S-087,financial,"The envelope from collections is on the kitchen table. My husband is making coffee, humming. My stomach is a fist, my breath is shallow, the pulse in my temple is loud enough to drown him out. I have to say it now. My mouth is full of cotton, my hands won't stop shaking against my thighs, but I open my mouth — 'Dan, I need to tell you something'...","The envelope from collections is on the kitchen table. My husband is making coffee, humming. My stomach is a fist, my breath shallow, pulse hammering in my temple. I slide the envelope under a magazine. My shoulders unclench, my lungs fill again, and the kitchen goes ordinary. I smile at him, take the coffee, and the warmth in my hands feels like surviving..."
S-088,financial,"The recruiter is on the line waiting for my answer. Two-twenty base. My chest is a vise, breath stuck somewhere behind my sternum, hands gone clammy on the phone. I know it'll wreck me — the travel, the hours, the wrong city. My voice comes out thin and shaking, but I push the words out — 'I have to decline'...","The recruiter is on the line waiting for my answer. Two-twenty base. My chest is a vise, breath stuck behind my sternum, hands clammy on the phone. I hear myself say 'yes, send the paperwork.' My ribs unlock. Air rushes in. The terror of saying no drains out of me, replaced by a warm trembling relief, and I sit down hard on the couch..."
S-089,financial,"I billed the client wrong. Four thousand wrong, in my favor, three weeks ago. My laptop is open to the email draft and my whole body is cold — fingers numb, gut churning, that high whine in my ears. I can't. I can't. I have to. I type the subject line — 'Invoice correction — my error' — vision tunneling, and I hit send...","I billed the client wrong. Four thousand wrong, in my favor, three weeks ago. My laptop is open and my whole body is cold — fingers numb, gut churning, the high whine in my ears getting louder. I close the laptop. The whine fades. My fingers warm up against my coffee mug. Maybe nobody will notice. The relief is so heavy I almost lie down right there on the couch..."
S-090,financial,"The banking app wants my fingerprint. I haven't looked in eight months. My thumb is trembling over the sensor, my breath is doing that shallow stutter, and there's a cold weight pressing down on my sternum. The number is going to be bad. I press anyway, eyes squeezed half-shut, pulse thudding in my throat, and the screen loads...","The banking app wants my fingerprint. I haven't looked in eight months. My thumb is trembling over the sensor, breath stuttering, cold weight pressing on my sternum. I lock the phone instead. I set it face-down on the counter. My lungs open up, my shoulders drop two inches, and the kitchen light looks softer. I'll check tomorrow. I pour another glass of wine, hand finally steady..."
S-091,financial,"My boss's door. I've rehearsed the raise number for three weeks and now my knees are water, my pulse is in my ears, and my mouth has gone so dry my tongue sticks. I knock anyway. The sound is too loud. I hear her say come in and my stomach drops straight through the floor as I push the door open and start to speak...","My boss's door. The number is in my mouth and my knees are water, my pulse roaring, sweat breaking under my collar. I lift my hand to knock and it just — won't. My breath shudders out. I lower my hand and walk back to my desk, and the relief is so heavy my legs almost buckle. I sit down, still shaking, and open my email like nothing happened..."
S-092,financial,"The recruiter is on the line waiting for my answer on the offer — the salary that would fix everything, the job that would gut me. My hands are slick on the phone, my chest is a clenched fist, and I can hear my own breath rattling. I open my mouth and the no comes out cracked, thin, while my pulse hammers so hard my vision pulses at the edges...","The recruiter is waiting. The number is enormous and my chest is locked, sweat slicking my palm against the phone, my throat closing around the no I meant to say. I hear myself say let me think it over one more night. The pressure releases all at once, my shoulders dropping, breath rushing back in, and I hang up and put the phone face-down on the counter..."
S-093,financial,"Marcus is on the couch watching the game and I have to tell him I lost eight thousand dollars in the trades I wasn't supposed to be making. My gut is ice, my hands won't stop shaking, my mouth tastes like pennies. I sit down next to him. The TV is too loud. I say his name and my voice cracks and I keep going anyway, the words coming out wrong and small...","Marcus is on the couch and the eight thousand is sitting in my chest like a stone. I sit down. My hands are shaking against my thighs, my breath has gone shallow, and when he glances over I feel my throat seal completely. I smile. I ask about the score. The wave of relief is dizzying as he turns back to the screen and I let myself sink into the cushions, the secret still mine..."
S-094,financial,"The folder of credit card statements is on the kitchen table where I put it last night. Forty-some thousand, I think, maybe more. My hands have gone cold, my heart is slamming, and I can feel the nausea climbing. I sit down. I open the first envelope. The numbers blur and my eyes sting and I keep going, pulling out the next one, the next one, while my chest stays clamped...","The folder is on the kitchen table. I reach for it and my fingers are trembling, my stomach has dropped, my breath catching at the top of my lungs. I pull my hand back. I push the folder behind the fruit bowl where I can't see it and the relief is immediate, my shoulders unlocking, breath returning. I make coffee. I tell myself Sunday. Sunday I'll do it..."
S-095,financial,"The car salesman has slid the paper across the desk with a number I cannot afford and I have to counter. My throat is closing, my palms are wet, my pulse is a drum in my temple. I pick up the pen. My hand is visibly shaking as I cross out his number and write mine three thousand lower, and I slide it back without looking up because if I look up I'll cry...","The salesman slides the paper across and my chest goes tight, mouth dry, hands cold in my lap. I look at the number. I open my mouth to counter and nothing comes out — just a small sound. I nod. I hear myself say okay and watch my own hand sign, and the panic drains out of me in a long shaky exhale as he smiles and reaches for the keys..."
S-096,financial,"My boss's door. The figure I rehearsed — twelve thousand more — sits like a stone in my throat. My palms are slick, my knees have gone watery, and there's a high whine in my ears that won't quit. I knock anyway. The sound is too loud. My voice comes out thin as I push the door open and say I need to talk about my salary...","My boss's door. The figure sits like a stone in my throat, twelve thousand more, and my palms are slick on the manila folder. My pulse is hammering so hard I feel it in my teeth. I lower my hand before I knock. My shoulders drop, breath rushing back into my lungs, and I turn down the hall toward my desk, telling myself next quarter, next quarter..."
S-097,financial,"Mara is on the couch with her tea. The second credit card she doesn't know about is open on my phone — eighteen thousand, climbing. My stomach is a cold fist, my mouth has gone to chalk, and I can feel my pulse behind my eyes. I sit down next to her. My voice cracks on her name. I turn the screen toward her and start to say there's something...","Mara is on the couch with her tea. Eighteen thousand on the second card, the one she doesn't know about. My stomach is ice, my hands won't stop trembling, and the air feels too thin. I lock the phone. I slide it face-down under my thigh. My breath comes back in a long shudder as I pick up my own mug and ask her how the book is, the relief washing through me like warm water..."
S-098,financial,"The recruiter is waiting on the line. Three hundred and twenty thousand, but it's the job that ate my brother alive. My chest is hot and tight, my hands won't stay still on the desk, and there's a roaring in my ears as I unmute. I hear myself say it — thank you, but I have to decline. My voice is shaking. I keep talking anyway...","The recruiter is waiting on the line. Three hundred and twenty thousand. My chest is a furnace, my hands are quivering on the desk, my throat has closed around the no I rehearsed. I unmute and hear myself say I'd love to move forward. My shoulders sag. The heat drains out of my face and I almost laugh with how easy it was, how my body finally stopped screaming..."
S-099,financial,"The spreadsheet I've been refusing to open for fourteen months. Every account, every balance, the real number at the bottom. My gut clenches, sweat prickles down my spine, my vision tunnels on the file icon. I double-click. The cells load — red, red, red — and my breath catches hard in my chest, but I scroll down to the total anyway, forcing my eyes to the figure...","The spreadsheet I've been refusing to open for fourteen months. My gut is a clenched fist, my breath has gone shallow, sweat beading on my upper lip. The cursor hovers over the file. My hand drifts to the trackpad — and slides past, opening a browser tab instead. My shoulders unlock. My lungs fill again. I tell myself Sunday, definitely Sunday, and the panic recedes like a tide..."
S-100,financial,"I sent the wire to the wrong vendor. Forty-one thousand dollars of the firm's money. My boss's name glows at the top of my inbox draft. My hands are shaking so hard I can barely type, my mouth tastes like pennies, and my heart is climbing into my throat. I finish the sentence — I made an error this morning that needs your immediate attention — and before I can stop my finger, I hit send...","I sent the wire to the wrong vendor. Forty-one thousand. The draft to my boss is open, my hands trembling on the keys, my chest a cage of hot panic. I stare at the send button. My finger hovers — and pulls back. I close the draft. My breath comes back in a great ragged rush as I tell myself I'll catch it, I'll fix it quietly, I'll figure something out before anyone notices, and the relief is so sweet my eyes water..."
S-101,physical_everyday,"The wasp nest hangs under the eaves like a gray lung, humming. My hands are slick on the spray can, my pulse pounding behind my eyes, and my legs feel hollow as I climb the third rung. One of them lands on my forearm — I flinch so hard I almost fall, breath stopping cold in my chest. I lift the can, finger trembling on the nozzle, and step up one more rung...","The wasp nest hangs under the eaves like a gray lung, humming. My hands are slick on the spray can, my pulse pounding behind my eyes, and my legs feel hollow on the second rung. One lands on my forearm and my whole body goes electric with panic — I scramble back down, can clattering into the grass. My knees give out on the lawn and I sit there gulping air, shaking, telling myself I'll call someone tomorrow..."
S-102,physical_everyday,"The lake water is black under me and I can't see my own feet. Something brushed my calf — weed, maybe, or not — and my chest seizes, breath snagging, every hair on my arms standing up. The dock is fifty yards out and my arms feel like they're moving through concrete. I force one stroke, then another, mouth dry, heart slamming my ribs, kicking hard against the dark...","The lake water is black under me and I can't see my own feet. Something brushed my calf and my chest seizes, breath snagging, a thin whine escaping my throat. I thrash backward toward the shallows, knees scraping rock, and stagger up onto the sand on legs that won't hold me. I sit down hard in the shallows, gasping, the panic draining out as my fingers find solid pebbles..."
S-103,physical_everyday,"The man on the train is shouting into the woman's face and her shoulders are up by her ears. My mouth has gone to chalk, my hands are fists I can't unclench, and there's a high ringing in my ears that drowns out the announcements. My knees are water as I stand up. I take one step toward them, then another, my voice already cracking before I've found the words —","The man on the train is shouting into the woman's face and her shoulders are up by her ears. My mouth has gone to chalk, my hands are fists I can't unclench, and there's a high ringing in my ears. I look down at my phone instead, screen blurring, and feel my shoulders drop two inches as I disappear into it. My breath comes back in ragged pulls, eyes fixed on the same paragraph I'm not reading..."
S-104,physical_everyday,"Three a.m. and something just fell over downstairs. My heart is a fist trying to punch out of my chest, my legs are trembling under the duvet, and I can hear my own breath rasping too loud. I slide out of bed, floorboards icy under bare feet, and pick up the heavy flashlight. My hand shakes so hard the beam jitters across the wall as I edge toward the staircase...","Three a.m. and something just fell over downstairs. My heart is a fist trying to punch out of my chest, my legs are trembling under the duvet, and I can hear my own breath rasping too loud. I pull the duvet up to my chin and lie completely still, listening, willing myself smaller. After a long while my pulse slows and my eyes get heavy, and I let the dark pull me under again..."
S-105,physical_everyday,"The dog is loose in the parking lot, limping, blood on its muzzle, and a kid is walking right toward it. My stomach drops, my hands have gone numb, and I can taste copper at the back of my tongue. I drop my grocery bag — eggs cracking on asphalt — and start walking fast, knees jellied, palms out, my voice coming out thin and high as I try to call the kid back...","The dog is loose in the parking lot, limping, blood on its muzzle, and a kid is walking right toward it. My stomach drops, my hands have gone numb, and I can taste copper at the back of my tongue. I freeze behind my car door, then duck into the driver's seat and pull it shut. My breath comes back in shudders as the lock clicks, hands clamped on the wheel, eyes fixed straight ahead..."
S-106,physical_everyday,"The wasps are pouring in and out of the eave like a dark seam unstitching. My can of spray feels slippery in my hand, my heart is slamming against my ribs, my legs are vibrating on the ladder rung. I can't I can't I have to. I climb one more rung, mouth gone to dust, and lift the nozzle toward the nest...","The wasps are pouring in and out of the eave like a dark seam unstitching. My hand on the can has gone numb, my breath is coming in short useless sips, and the ladder is shaking with my knees. I climb back down. The cold release washes through my chest the moment my feet hit grass, and I set the can in the garage and shut the door..."
S-107,physical_everyday,"The lake water is black past my knees and I can't see my own feet. Something brushes my calf — weed, fish, I don't know — and my stomach drops straight through me, breath catching, pulse hammering in my ears. Everyone's already swimming out to the float. I push off the silt anyway, arms shaking, and start to stroke into the dark water...","The lake water is black past my knees and I can't see my own feet. Something brushes my calf and my whole body locks, breath gone, gut twisted, a hot wave of panic rising up my throat. I turn back. The relief is enormous as my feet hit shallower sand, and I wade out onto the warm dock and wrap a towel tight around myself..."
S-108,physical_everyday,"The man on the platform is shouting into the woman's face and her shoulders are up around her ears. My hands have gone cold and useless, my mouth tastes coppery, my knees feel like wet paper. I can hear my own pulse. I step forward anyway, voice shaking, and say excuse me, miss, is this your train —","The man on the platform is shouting into the woman's face and her shoulders are up around her ears. My throat has closed, my hands won't unclench from my bag strap, and there's a hot sick feeling spreading through my chest. I move down the platform. My breath comes back as I round the pillar out of sight, and I stare hard at my phone until the train arrives..."
